drug,adr,a,b,c,d,prr,prr_signal,ror,ror_signal,ic,ic_signal
metformin,Anaemia macrocytic,17,46187,0,6488,4.915377123687913,True,4.916860622462788,True,0.18378964235422843,True
metformin,Anaemia megaloblastic,18,46186,0,6488,5.196255816470079,True,5.197936626503416,True,0.18410129730296027,True
metformin,Anaemia vitamin B12 deficiency,20,46184,0,6488,5.7580132020344115,True,5.760125150212733,True,0.1846335467627732,True
metformin,Anal atresia,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Anal cancer,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Anal fissure,4,46200,0,6488,1.2639541175197488,False,1.2639798270581488,False,0.1672306113239052,True
metformin,Anal incontinence,25,46179,1,6487,2.387468888648415,True,2.3882350393572906,True,0.13025378197952786,True
metformin,Anaphylactic reaction,7,46197,2,6486,0.42131803917324967,False,0.42122409221278206,False,-0.16209385722545852,False
metformin,Anaphylactic shock,4,46200,2,6486,0.25279082350394977,False,0.25271804417701105,False,-0.3564483780577912,False
metformin,Aneurysm,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Aneurysm ruptured,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Anger,23,46181,0,6488,6.60064928038091,True,6.603499236707339,True,0.18526230704893226,True
metformin,Angina pectoris,53,46151,14,6474,0.5181727608222726,False,0.517614214354747,False,-0.14728226986113405,False
metformin,Angina unstable,1,46203,2,6486,0.08426360783464994,False,0.08423387838583657,False,-1.0614804001276124,False
metformin,Anginal equivalent,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Angiocardiogram,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Angioedema,24,46180,5,6483,0.6255934521057344,False,0.6253948193403158,False,-0.08179657263225436,False
metformin,Angiopathy,9,46195,1,6487,0.8894491938101938,False,0.88942645928716,False,0.03556151401658826,True
metformin,Angioplasty,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Angiotensin converting enzyme increased,4,46200,0,6488,1.2639541175197488,False,1.2639798270581488,False,0.1672306113239052,True
metformin,Animal scratch,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Anion gap,17,46187,1,6487,1.6384590412293043,False,1.638700947225981,False,0.10393094861897702,True
metformin,Anion gap increased,31,46173,5,6483,0.8043344384216584,False,0.8042009535182026,False,-0.02575091184122103,False
metformin,Ankle fracture,4,46200,6,6482,0.09722723980921145,False,0.09713930834914374,False,-1.042440997984685,False
metformin,Ankylosing spondylitis,14,46190,0,6488,4.072741045341413,True,4.0737056321104985,True,0.18259737779543883,True
metformin,Anomaly of external ear congenital,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Anomaly of middle ear congenital,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Anorectal discomfort,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Anorectal swelling,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Anosognosia,6,46198,0,6488,1.8257115030840816,False,1.8258276783878264,False,0.17406633864098864,True
metformin,Anovulatory cycle,8,46196,0,6488,2.3874688886484146,True,2.387724178238611,True,0.1776984083072978,True
metformin,Anti-neutrophil cytoplasmic antibody positive vasculitis,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Antibody test abnormal,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Anticoagulant-related nephropathy,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Antineutrophil cytoplasmic antibody positive,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Antinuclear antibody positive,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Antiphospholipid syndrome,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Antipsychotic drug level above therapeutic,6,46198,0,6488,1.8257115030840816,False,1.8258276783878264,False,0.17406633864098864,True
metformin,Antipsychotic drug level decreased,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Antipsychotic drug level increased,7,46197,0,6488,2.1065901958662483,True,2.106769846853185,True,0.1761233886528062,True
metformin,Antisocial behaviour,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Anuria,85,46119,6,6482,1.8473175563750177,False,1.8488883811036045,False,0.09061226842578828,True
metformin,Anxiety,90,46114,6,6482,1.9553478228296968,False,1.9572226990175792,False,0.09590575724857217,True
metformin,Anxiety disorder,3,46201,2,6486,0.1966150849475165,False,0.19655422442994275,False,-0.48081070772457,False
metformin,Aortic aneurysm,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Aortic bruit,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Aortic dilatation,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Aortic disorder,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Aortic stenosis,1,46203,1,6487,0.14043934639108324,False,0.14041144069172248,False,-0.5873577625365847,False
metformin,Aortic thrombosis,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Aortic valve calcification,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Aortic valve disease,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Apathy,11,46193,0,6488,3.230104966994914,True,3.230660157814411,True,0.18078495057853297,True
metformin,Apgar score low,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Aphasia,20,46184,1,6487,1.9193377340114708,False,1.9197458021630633,False,0.11614984815300683,True
metformin,Aphonia,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Aphthous ulcer,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Aplastic anaemia,10,46194,0,6488,2.949226274212747,True,2.9496693329292447,True,0.1799514233517631,True
metformin,Apnoea,8,46196,0,6488,2.3874688886484146,True,2.387724178238611,True,0.1776984083072978,True
metformin,Apparent death,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Appendicectomy,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Appendicitis perforated,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Appendix cancer,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Appetite disorder,17,46187,0,6488,4.915377123687913,True,4.916860622462788,True,0.18378964235422843,True
metformin,Apraxia,9,46195,0,6488,2.6683475814305813,True,2.6686906733339826,True,0.17894306060960852,True
metformin,Aptyalism,1,46203,1,6487,0.14043934639108324,False,0.14041144069172248,False,-0.5873577625365847,False
metformin,Areflexia,7,46197,0,6488,2.1065901958662483,True,2.106769846853185,True,0.1761233886528062,True
metformin,Arrhythmia,39,46165,6,6482,0.8534391049919673,False,0.8533137049561652,False,-0.01667219197592051,False
metformin,Arterial disorder,2,46202,1,6487,0.23406557731847205,False,0.2340241328932417,False,-0.3245148059614062,False
metformin,Arterial fibrosis,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Arterial occlusive disease,2,46202,1,6487,0.23406557731847205,False,0.2340241328932417,False,-0.3245148059614062,False
metformin,Arterial thrombosis,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Arteriosclerosis,10,46194,1,6487,0.9830754247375825,False,0.9830715777852341,False,0.049540417300280325,True
metformin,Arteriosclerosis coronary artery,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Arteriovenous fistula,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Arthralgia,206,45998,12,6476,2.3200580023806947,True,2.3259841081774404,True,0.10761118213095994,True
metformin,Arthritis,33,46171,3,6485,1.3442051726003679,False,1.3444549126625733,False,0.06305835511663513,True
metformin,Arthritis infective,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Arthropathy,12,46192,0,6488,3.5109836597770805,True,3.5116631487795638,True,0.18148548580331975,True
metformin,Arthropod bite,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Arthroscopy,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Ascites,7,46197,8,6480,0.12391707034507343,False,0.1237748413938875,False,-0.8642597508894572,False
metformin,Aspartate aminotransferase decreased,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Aspartate aminotransferase increased,26,46178,6,6482,0.5725604122098008,False,0.5723151216725066,False,-0.10799449307104252,False
metformin,Aspergillus infection,2,46202,1,6487,0.23406557731847205,False,0.2340241328932417,False,-0.3245148059614062,False
metformin,Asphyxia,39,46165,0,6488,11.094708364895574,True,11.10334557190976,True,0.18700410340514745,True
metformin,Aspiration,12,46192,2,6486,0.7021967319554162,False,0.7021161443957352,False,-0.03152742755740847,False
metformin,Asthenia,267,45937,43,6445,0.8636212680371209,False,0.8628271170537181,False,-0.025814377372609918,False
metformin,Asthenopia,1,46203,1,6487,0.14043934639108324,False,0.14041144069172248,False,-0.5873577625365847,False
metformin,Asthma,76,46128,7,6481,1.432481333189049,False,1.433198564878546,False,0.0620371656436945,True
metformin,Asthmatic crisis,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Asymptomatic COVID-19,5,46199,1,6487,0.5149442701006385,False,0.5148865247459388,False,-0.06694176086280622,False
metformin,Ataxia,1,46203,1,6487,0.14043934639108324,False,0.14041144069172248,False,-0.5873577625365847,False
metformin,Atelectasis,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Atrial enlargement,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Atrial fibrillation,66,46138,13,6475,0.6917938174079284,False,0.6913495959628799,False,-0.0693078872474828,False
metformin,Atrial flutter,6,46198,0,6488,1.8257115030840816,False,1.8258276783878264,False,0.17406633864098864,True
metformin,Atrial septal defect,20,46184,0,6488,5.7580132020344115,True,5.760125150212733,True,0.1846335467627732,True
metformin,Atrioventricular block,17,46187,0,6488,4.915377123687913,True,4.916860622462788,True,0.18378964235422843,True
metformin,Atrioventricular block complete,17,46187,1,6487,1.6384590412293043,False,1.638700947225981,False,0.10393094861897702,True
metformin,Atrioventricular block first degree,9,46195,0,6488,2.6683475814305813,True,2.6686906733339826,True,0.17894306060960852,True
metformin,Atrioventricular block second degree,1,46203,7,6481,0.028087869278216646,False,0.02805631607995065,False,-2.3248019322218854,False
metformin,Atrioventricular node dysfunction,4,46200,0,6488,1.2639541175197488,False,1.2639798270581488,False,0.1672306113239052,True
metformin,Atrophic glossitis,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Atrophic vulvovaginitis,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Atrophy,6,46198,0,6488,1.8257115030840816,False,1.8258276783878264,False,0.17406633864098864,True
metformin,Attention deficit hyperactivity disorder,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Autoimmune disorder,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Autoimmune hepatitis,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Autoimmune nephritis,8,46196,0,6488,2.3874688886484146,True,2.387724178238611,True,0.1776984083072978,True
metformin,Autoimmune pancreatitis,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Autoimmune thyroiditis,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Autoinflammatory disease,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Autonomic nervous system imbalance,2,46202,2,6486,0.14043934639108321,False,0.14039283588550402,False,-0.6807662952310448,False
metformin,Axillary mass,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Axillary pain,4,46200,0,6488,1.2639541175197488,False,1.2639798270581488,False,0.1672306113239052,True
metformin,Axonal neuropathy,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Azotaemia,11,46193,0,6488,3.230104966994914,True,3.230660157814411,True,0.18078495057853297,True
metformin,B-lymphocyte count decreased,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,BRASH syndrome,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Back disorder,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Back injury,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Back pain,101,46103,15,6473,0.9196512037867708,False,0.9194743104312632,False,-0.010153240730405307,False
metformin,Bacteraemia,5,46199,3,6485,0.2206904014717022,False,0.22059762551542766,False,-0.45033281430574423,False
metformin,Bacterial infection,1,46203,2,6486,0.08426360783464994,False,0.08423387838583657,False,-1.0614804001276124,False
metformin,Bacterial test,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Bacterial test positive,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Bacterial toxaemia,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Balance disorder,33,46171,5,6483,0.8554032916547796,False,0.8552983786731878,False,-0.013759733828304912,False
metformin,Balanoposthitis,1,46203,8,6480,0.024783414069014686,False,0.02475175359136913,False,-2.484021952112821,False
metformin,Ballismus,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Barrett's oesophagus,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Basal cell carcinoma,4,46200,0,6488,1.2639541175197488,False,1.2639798270581488,False,0.1672306113239052,True
metformin,Base excess decreased,17,46187,0,6488,4.915377123687913,True,4.916860622462788,True,0.18378964235422843,True
metformin,Basedow's disease,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Basilar artery thrombosis,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Behaviour disorder,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Benign prostatic hyperplasia,5,46199,2,6486,0.3089665620603831,False,0.308884295284581,False,-0.27133558831841514,False
metformin,Bicuspid aortic valve,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Bicytopenia,5,46199,0,6488,1.5448328103019153,False,1.5448976720527279,False,0.17126598885512306,True
metformin,Bile duct stone,2,46202,6,6482,0.054015133227339696,False,0.053963946339900024,False,-1.5878363380556793,False
metformin,Biliary colic,1,46203,2,6486,0.08426360783464994,False,0.08423387838583657,False,-1.0614804001276124,False
metformin,Birt-Hogg-Dube syndrome,5,46199,0,6488,1.5448328103019153,False,1.5448976720527279,False,0.17126598885512306,True
metformin,Bite,8,46196,0,6488,2.3874688886484146,True,2.387724178238611,True,0.1776984083072978,True
metformin,Bladder cancer,12,46192,26,6462,0.06624497471277511,False,0.0659922943465665,False,-1.4359927345113528,False
metformin,Bladder cancer recurrent,1,46203,1,6487,0.14043934639108324,False,0.14041144069172248,False,-0.5873577625365847,False
metformin,Bladder dilatation,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Bladder disorder,4,46200,1,6487,0.42131803917324967,False,0.42126167465720066,False,-0.11824062833986163,False
metformin,Bladder hypertrophy,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Blast cell crisis,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Blindness,52,46152,1,6487,4.915377123687913,True,4.91983099507069,True,0.16045264661722783,True
metformin,Blindness transient,13,46191,0,6488,3.7918623525592468,True,3.7926783066148535,True,0.18208250645243682,True
metformin,Blindness unilateral,7,46197,0,6488,2.1065901958662483,True,2.106769846853185,True,0.1761233886528062,True
metformin,Blister,25,46179,4,6484,0.7958229628828049,False,0.7957102177373077,False,-0.024081074775966934,False
metformin,Blood albumin decreased,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Blood aldosterone increased,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Blood alkaline phosphatase increased,7,46197,2,6486,0.42131803917324967,False,0.42122409221278206,False,-0.16209385722545852,False
metformin,Blood bicarbonate decreased,66,46138,0,6488,18.678433070014066,True,18.70391321781159,True,0.18804379863000203,True
metformin,Blood bicarbonate increased,1,46203,1,6487,0.14043934639108324,False,0.14041144069172248,False,-0.5873577625365847,False
metformin,Blood bilirubin decreased,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Blood bilirubin increased,8,46196,1,6487,0.795822962882805,False,0.7957853949974565,False,0.01847838841636248,True
metformin,Blood calcium decreased,10,46194,0,6488,2.949226274212747,True,2.9496693329292447,True,0.1799514233517631,True
metformin,Blood calcium increased,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Blood chloride decreased,16,46188,0,6488,4.6344984309057455,True,4.635796789244076,True,0.18344029108935347,True
metformin,Blood cholesterol abnormal,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Blood cholesterol increased,40,46164,1,6487,3.7918623525592468,True,3.794311646394957,True,0.1519380444750426,True
metformin,Blood citric acid increased,4,46200,0,6488,1.2639541175197488,False,1.2639798270581488,False,0.1672306113239052,True
metformin,Blood corticotrophin increased,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Blood count abnormal,20,46184,5,6483,0.523455745639492,False,0.5232442210540923,False,-0.12927393484507146,False
metformin,Blood creatine decreased,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Blood creatine increased,23,46181,2,6486,1.320129856076182,False,1.3202927579225447,False,0.0677629122144821,True
metformin,Blood creatine phosphokinase increased,29,46175,6,6482,0.6373785720826085,False,0.6371469052436232,False,-0.08038836701865139,False
metformin,Blood creatinine decreased,6,46198,0,6488,1.8257115030840816,False,1.8258276783878264,False,0.17406633864098864,True
metformin,Blood creatinine increased,143,46061,20,6468,0.9830754247375826,False,0.9830226979147444,False,0.0007068956787020295,True
metformin,Blood cyanide increased,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Blood disorder,6,46198,0,6488,1.8257115030840816,False,1.8258276783878264,False,0.17406633864098864,True
metformin,Blood ethanol increased,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Blood fibrinogen increased,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Blood gases,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Blood glucose,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Blood glucose abnormal,76,46128,6,6482,1.6528630767565948,False,1.6539457918973837,False,0.07940455230378063,True
metformin,Blood glucose decreased,76,46128,33,6455,0.3207047760871005,False,0.31957822558948323,False,-0.3287577775766511,False
metformin,Blood glucose fluctuation,57,46147,8,6480,0.950030872645563,False,0.9499686108800744,False,8.761793670698877e-05,True
metformin,Blood glucose increased,371,45833,65,6423,0.7965376669356858,False,0.7948885182402251,False,-0.04328529436468573,False
metformin,Blood growth hormone increased,5,46199,0,6488,1.5448328103019153,False,1.5448976720527279,False,0.17126598885512306,True
metformin,Blood homocysteine increased,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Blood immunoglobulin E increased,4,46200,0,6488,1.2639541175197488,False,1.2639798270581488,False,0.1672306113239052,True
metformin,Blood immunoglobulin G decreased,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Blood immunoglobulin M decreased,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Blood iron decreased,10,46194,1,6487,0.9830754247375825,False,0.9830715777852341,False,0.049540417300280325,True
metformin,Blood iron increased,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Blood ketone body increased,1,46203,11,6477,0.018318175616228245,False,0.018286305244144405,False,-2.8774082032502486,False
metformin,Blood lactate dehydrogenase increased,5,46199,0,6488,1.5448328103019153,False,1.5448976720527279,False,0.17126598885512306,True
metformin,Blood lactic acid,16,46188,0,6488,4.6344984309057455,True,4.635796789244076,True,0.18344029108935347,True
metformin,Blood lactic acid abnormal,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Blood lactic acid decreased,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Blood lactic acid increased,80,46124,0,6488,22.610734768964395,True,22.648451473728713,True,0.18830844617404716,True
metformin,Blood loss anaemia,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Blood magnesium decreased,4,46200,2,6486,0.25279082350394977,False,0.25271804417701105,False,-0.3564483780577912,False
metformin,Blood magnesium increased,7,46197,0,6488,2.1065901958662483,True,2.106769846853185,True,0.1761233886528062,True
metformin,Blood mercury abnormal,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Blood osmolarity increased,4,46200,0,6488,1.2639541175197488,False,1.2639798270581488,False,0.1672306113239052,True
metformin,Blood pH decreased,17,46187,0,6488,4.915377123687913,True,4.916860622462788,True,0.18378964235422843,True
metformin,Blood parathyroid hormone increased,5,46199,0,6488,1.5448328103019153,False,1.5448976720527279,False,0.17126598885512306,True
metformin,Blood phosphorus decreased,4,46200,0,6488,1.2639541175197488,False,1.2639798270581488,False,0.1672306113239052,True
metformin,Blood phosphorus increased,16,46188,1,6487,1.5448328103019153,False,1.54502744189571,False,0.09890074476771525,True
metformin,Blood potassium abnormal,1,46203,2,6486,0.08426360783464994,False,0.08423387838583657,False,-1.0614804001276124,False
metformin,Blood potassium decreased,17,46187,1,6487,1.6384590412293043,False,1.638700947225981,False,0.10393094861897702,True
metformin,Blood potassium increased,15,46189,4,6484,0.4837355264581755,False,0.4835622814708971,False,-0.1468248635012277,False
metformin,Blood pressure abnormal,13,46191,0,6488,3.7918623525592468,True,3.7926783066148535,True,0.18208250645243682,True
metformin,Blood pressure decreased,60,46144,7,6481,1.1328773942214045,False,1.1330516096176142,False,0.030113981012313436,True
metformin,Blood pressure diastolic abnormal,9,46195,2,6486,0.5336695162861163,False,0.5335736164777954,False,-0.09484949203489455,False
metformin,Blood pressure diastolic decreased,23,46181,2,6486,1.320129856076182,False,1.3202927579225447,False,0.0677629122144821,True
metformin,Blood pressure diastolic increased,16,46188,0,6488,4.6344984309057455,True,4.635796789244076,True,0.18344029108935347,True
metformin,Blood pressure fluctuation,19,46185,3,6485,0.7824477870360351,False,0.7823559342217795,False,-0.02137955622188754,False
metformin,Blood pressure inadequately controlled,2,46202,1,6487,0.23406557731847205,False,0.2340241328932417,False,-0.3245148059614062,False
metformin,Blood pressure increased,129,46075,10,6478,1.7320852721566928,False,1.7341428741956137,False,0.08152723528836976,True
metformin,Blood pressure systolic abnormal,9,46195,0,6488,2.6683475814305813,True,2.6686906733339826,True,0.17894306060960852,True
metformin,Blood pressure systolic decreased,12,46192,0,6488,3.5109836597770805,True,3.5116631487795638,True,0.18148548580331975,True
metformin,Blood pressure systolic increased,72,46132,1,6487,6.787901742235689,True,6.796997778139056,True,0.16842546383124535,True
metformin,Blood prolactin increased,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Blood sodium decreased,14,46190,0,6488,4.072741045341413,True,4.0737056321104985,True,0.18259737779543883,True
metformin,Blood sodium increased,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Blood test abnormal,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Blood testosterone decreased,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Blood thyroid stimulating hormone decreased,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Blood thyroid stimulating hormone increased,4,46200,0,6488,1.2639541175197488,False,1.2639798270581488,False,0.1672306113239052,True
metformin,Blood triglycerides increased,21,46183,2,6486,1.2077783789633156,False,1.2078751069104767,False,0.056938210073392566,True
metformin,Blood urea increased,10,46194,14,6474,0.10169745773147404,False,0.10149327375516043,False,-1.036954696887848,False
metformin,Blood uric acid increased,5,46199,0,6488,1.5448328103019153,False,1.5448976720527279,False,0.17126598885512306,True
metformin,Blood urine present,19,46185,2,6486,1.095426901850449,False,1.0954671920840957,False,0.044000062397171705,True
metformin,Body height decreased,5,46199,2,6486,0.3089665620603831,False,0.308884295284581,False,-0.27133558831841514,False
metformin,Body mass index abnormal,2,46202,1,6487,0.23406557731847205,False,0.2340241328932417,False,-0.3245148059614062,False
metformin,Body mass index increased,6,46198,1,6487,0.6085705010280272,False,0.6085154279900863,False,-0.03032748881462012,False
metformin,Body temperature abnormal,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Body temperature decreased,38,46166,0,6488,10.813829672113407,True,10.822013797883747,True,0.18693761640882395,True
metformin,Body temperature increased,4,46200,0,6488,1.2639541175197488,False,1.2639798270581488,False,0.1672306113239052,True
metformin,Body tinea,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Bone density abnormal,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Bone density decreased,3,46201,2,6486,0.1966150849475165,False,0.19655422442994275,False,-0.48081070772457,False
metformin,Bone lesion,5,46199,0,6488,1.5448328103019153,False,1.5448976720527279,False,0.17126598885512306,True
metformin,Bone marrow disorder,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Bone marrow failure,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Bone pain,28,46176,1,6487,2.6683475814305813,True,2.6693772806514136,True,0.13638359741727912,True
metformin,Boredom,4,46200,0,6488,1.2639541175197488,False,1.2639798270581488,False,0.1672306113239052,True
metformin,Botulism,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
